DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,18q12.1,18,31338665,,"DSG1-AS1, DSG1",,,"ENSG00000266729, ENSG00000134760",,,rs9946771-?,rs9946771,0,9946771,intron_variant,0,NR,9.00E-09,8.045757491,,0.0233992,[-0.031--0.015] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,18q21.1,18,49583585,,LIPG,,,ENSG00000101670,,,rs77960347-?,rs77960347,0,77960347,missense_variant,0,NR,7.00E-09,8.15490196,,0.0525688,[-0.07--0.035] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,18q21.1,18,49631816,,LIPG - SMUG1P1,ENSG00000101670,ENSG00000267444,,32631,18534,rs10438978-?,rs10438978,0,10438978,intergenic_variant,1,NR,7.00E-11,10.15490196,,0.0172243,[0.012-0.022] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,18q21.33,18,63698973,,SERPINB11,,,ENSG00000206072,,,rs2037511-?,rs2037511,0,2037511,intergenic_variant,0,NR,9.00E-11,10.04575749,,0.0176624,[0.012-0.023] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19p13.3,19,4338176,,STAP2,,,ENSG00000178078,,,rs57631352-?,rs57631352,0,57631352,intron_variant,0,NR,2.00E-08,7.698970004,,0.0125522,[-0.0169--0.0082] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19p13.2,19,11079858,,SMARCA4 - LDLR,ENSG00000127616,ENSG00000130164,,432,9560,rs142158911-?,rs142158911,0,142158911,intergenic_variant,1,NR,4.00E-16,15.39794001,,0.026284,[0.02-0.033] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19p13.2,19,11844952,,ZNF440 - ZNF439,ENSG00000171295,ENSG00000171291,,9736,3774,rs12462826-?,rs12462826,0,12462826,intergenic_variant,1,NR,4.00E-10,9.397940009,,0.0132119,[-0.0174--0.0091] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19p13.11,19,19277691,,SUGP1,,,ENSG00000105705,,,rs8107974-?,rs8107974,0,8107974,intron_variant,0,NR,1.00E-20,20,,0.0355672,[0.028-0.043] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.32,19,44908684,,APOE,,,ENSG00000130203,,,rs429358-?,rs429358,0,429358,missense_variant,0,NR,1.00E-15,15,,0.0232636,[-0.029--0.018] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.32,19,44908822,,APOE,,,ENSG00000130203,,,rs7412-?,rs7412,0,7412,missense_variant,0,NR,6.00E-17,16.22184875,,0.0311298,[0.024-0.038] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.33,19,47871693,,SULT2A1,,,ENSG00000105398,,,rs62129966-?,rs62129966,0,62129966,intron_variant,0,NR,2.00E-108,107.69897,,0.0611636,[0.056-0.067] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.41,19,51014542,,KLK10,,,ENSG00000129451,,,rs10426-?,rs10426,0,10426,3_prime_UTR_variant,0,NR,5.00E-25,24.30103,,0.0255959,[0.021-0.03] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,4q13.3,4,71752058,,GC,,,ENSG00000145321,,,rs1352846-G,rs1352846,0,1352846,intron_variant,0,0.29,1.00E-300,300,,0.2335,[0.23-0.24] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,11q13.4,11,71471139,,NADSYN1,,,ENSG00000172890,,,rs12278461-C,rs12278461,0,12278461,intron_variant,0,0.21,5.00E-228,227.30103,,0.1294,[-0.14--0.12] unit decrease,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,19q13.33,19,47871693,,SULT2A1,,,ENSG00000105398,,,rs62129966-A,rs62129966,0,62129966,intron_variant,0,0.16,3.00E-73,72.52287875,,0.0805,[-0.089--0.072] unit decrease,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,11p15.2,11,14399672,,RRAS2 - COPB1,ENSG00000133818,ENSG00000129083,,35166,43768,rs61147618-T,rs61147618,0,61147618,intergenic_variant,1,0.07,3.00E-202,201.5228787,,0.1987,[0.19-0.21] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,,,,,,,,,,,chr4:72733096-C,chr4:72733096,0,,,1,0.25,1.00E-41,41,,0.0522,[-0.06--0.045] unit decrease,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,4q13.2,4,69080934,,UGT2B7,,,ENSG00000171234,,,rs11249526-T,rs11249526,0,11249526,intergenic_variant,0,0.46,1.00E-25,25,,0.0345,[0.028-0.041] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,11p15.2,11,14413152,,RRAS2 - COPB1,ENSG00000133818,ENSG00000129083,,48646,30288,rs10832254-G,rs10832254,0,10832254,intergenic_variant,1,0.37,0.00E+00,320,,0.132,[0.13-0.14] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,20q13.2,20,54125767,,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,55173,27679,rs8121940-G,rs8121940,0,8121940,intergenic_variant,1,0.2,4.00E-21,20.39794001,,0.0392,[0.031-0.047] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,15q21.3,15,58386521,,ALDH1A2,,,ENSG00000128918,,,rs261290-T,rs261290,0,261290,intergenic_variant,0,0.34,1.00E-20,20,,0.0323,[-0.039--0.025] unit decrease,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,15q21.3,15,58430392,,"ALDH1A2, LIPC",,,"ENSG00000128918, ENSG00000166035",,,rs35980001-GC,rs35980001,0,35980001,intergenic_variant,0,0.21,5.00E-25,24.30103,,0.0421,[0.034-0.05] unit increase,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels (summer),"177,082 European ancestry individuals",NA,19p13.11,19,19259532,,HAPLN4,,,ENSG00000187664,,,rs756350040-T,rs756350040,1,150641967,intron_variant,0,0.07,9.00E-20,19.04575749,,0.058,[-0.071--0.045] unit decrease,NR [8806780] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000619,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,15q21.3,15,58431476,,"ALDH1A2, LIPC",,,"ENSG00000128918, ENSG00000166035",,,rs1800588-?,rs1800588,0,1800588,intergenic_variant,0,NR,5.00E-35,34.30103,,0.0305021,[-0.035--0.026] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,15q22.31,15,63498443,,LINC02568 - USP3,ENSG00000259459,ENSG00000140455,,60123,6068,rs55829990-?,rs55829990,0,55829990,intergenic_variant,1,NR,2.00E-17,16.69897,,0.0181927,[-0.022--0.014] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,15q24.3,15,77419377,,PEAK1,,,ENSG00000173517,,,rs62007299-?,rs62007299,0,62007299,intron_variant,0,NR,3.00E-08,7.522878745,,0.0124205,[0.008-0.0168] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,15q26.3,15,99689055,,MEF2A,,,ENSG00000068305,,,rs325393-?,rs325393,0,325393,intron_variant,0,NR,2.00E-09,8.698970004,,0.0136497,[-0.0181--0.0092] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16p13.3,16,4544670,,CDIP1 - C16orf96,ENSG00000089486,ENSG00000205832,,5842,11670,rs1684600-?,rs1684600,0,1684600,intergenic_variant,1,NR,2.00E-08,7.698970004,,0.0125301,[-0.0169--0.0082] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16p13.13,16,11795203,,ZC3H7A,,,ENSG00000122299,,,rs8053548-?,rs8053548,0,8053548,intron_variant,0,NR,3.00E-08,7.522878745,,0.0157646,[0.01-0.021] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16p12.3,16,20381010,,PDILT,,,ENSG00000169340,,,rs77924615-?,rs77924615,0,77924615,intron_variant,0,NR,4.00E-09,8.397940009,,0.0152475,[-0.02--0.01] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16q12.2,16,53769662,,FTO,,,ENSG00000140718,,,rs1558902-?,rs1558902,0,1558902,intron_variant,0,NR,2.00E-08,7.698970004,,0.0115207,[0.0075-0.0156] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16q13,16,56961324,,HERPUD1 - CETP,ENSG00000051108,ENSG00000087237,,16460,599,rs1800775-?,rs1800775,0,1800775,intergenic_variant,1,NR,9.00E-18,17.04575749,,0.0174191,[-0.021--0.013] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16q23.2,16,79721549,,"LINC01229, MAFTRR",,,"ENSG00000260876, ENSG00000261390",,,rs4575545-?,rs4575545,0,4575545,intergenic_variant,0,NR,7.00E-12,11.15490196,,0.0151655,[-0.02--0.011] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,16q23.3,16,82000205,,SDR42E1,,,ENSG00000184860,,,rs11542462-?,rs11542462,0,11542462,stop_gained,0,NR,1.00E-16,16,,0.0247803,[-0.031--0.019] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.41,19,52516138,,ZNF578,,,ENSG00000258405,,,rs67127431-?,rs67127431,0,67127431,3_prime_UTR_variant,0,NR,6.00E-08,7.22184875,,0.0122947,[0.0079-0.0167] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.42,19,54154365,,CNOT3,,,ENSG00000088038,,,rs11606-?,rs11606,0,11606,3_prime_UTR_variant,0,NR,5.00E-08,7.301029996,,0.0113514,[0.0073-0.0154] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,19q13.43,19,57841438,,ZNF587B,,,ENSG00000269343,,,rs35313547-?,rs35313547,0,35313547,missense_variant,0,NR,2.00E-08,7.698970004,,0.0156789,[0.01-0.021] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q12,20,40602478,,LINC01370 - MAFB,ENSG00000237767,ENSG00000204103,,558416,83370,rs6129648-?,rs6129648,0,6129648,intergenic_variant,1,NR,2.00E-11,10.69897,,0.0140631,[0.0099-0.0182] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.2,20,54098167,,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,27573,55279,rs6123359-?,rs6123359,0,6123359,intergenic_variant,1,NR,7.00E-26,25.15490196,,0.0358006,[0.029-0.042] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.2,20,54107677,,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,37083,45769,rs6013892-?,rs6013892,0,6013892,regulatory_region_variant,1,NR,2.00E-14,13.69897,,0.030816,[0.023-0.039] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.2,20,54120584,,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,49990,32862,rs2585442-?,rs2585442,0,2585442,intergenic_variant,1,NR,4.00E-56,55.39794001,,0.0381893,[0.033-0.043] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.2,20,54125767,,BCAS1 - CYP24A1,ENSG00000064787,ENSG00000019186,,55173,27679,rs8121940-?,rs8121940,0,8121940,intergenic_variant,1,NR,2.00E-65,64.69897,,0.0435613,[-0.049--0.039] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.2,20,54174247,,CYP24A1 - PFDN4,ENSG00000019186,ENSG00000101132,,261,33674,rs2762943-?,rs2762943,0,2762943,regulatory_region_variant,1,NR,2.00E-34,33.69897,,0.0482547,[-0.056--0.041] unit decrease,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
1/7/25,32242144,Revez JA,4/2/20,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/32242144,Genome-wide association study identifies 143 loci associated with 25 hydroxyvitamin D concentration.,Serum 25-Hydroxyvitamin D levels,"496,946 European ancestry individuals",NA,20q13.33,20,63815216,,"ZBTB46-AS1, ZBTB46",,,"ENSG00000231208, ENSG00000130584",,,rs1887407-?,rs1887407,0,1887407,intron_variant,0,NR,6.00E-09,8.22184875,,0.0244575,[0.016-0.033] unit increase,NR [6912294] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST90000618,Genome-wide genotyping array
